department,date,income
ГП,2025-05-08,17422.0
ДЦ,2025-05-08,2710.0
Массаж,2025-05-08,0.0
Мероприятия ФД,2025-05-08,1100.0
СМ,2025-05-08,2200.0
ТЗ,2025-05-08,79928.68
ГП,2025-05-09,18422.5
Массаж,2025-05-09,4250.0
СМ,2025-05-09,0.0
ТЗ,2025-05-09,41149.5
ГП,2025-05-10,4292.5
ДЦ,2025-05-10,3460.0
Массаж,2025-05-10,5615.0
Мероприятия ФД,2025-05-10,1100.0
СМ,2025-05-10,780.0
ТЗ,2025-05-10,65007.5
ГП,2025-05-11,12500.0
ДЦ,2025-05-11,500.0
Массаж,2025-05-11,10985.0
Мероприятия ФД,2025-05-11,550.0
СМ,2025-05-11,1100.0
ТЗ,2025-05-11,18288.0
БК,2025-05-12,9375.0
ГП,2025-05-12,52154.5
ДЦ,2025-05-12,22832.5
Массаж,2025-05-12,15130.0
СМ,2025-05-12,3050.0
ТЗ,2025-05-12,156273.75
БК,2025-05-13,725.0
ГП,2025-05-13,42791.0
ДЦ,2025-05-13,22623.0
Массаж,2025-05-13,27050.0
Мероприятия ФД,2025-05-13,1650.0
СМ,2025-05-13,-850.0
ТЗ,2025-05-13,126794.68
БК,2025-05-14,7998.75
ГП,2025-05-14,56895.5
ДЦ,2025-05-14,13656.0
Массаж,2025-05-14,23550.0
СМ,2025-05-14,5998.75
ТЗ,2025-05-14,134980.0
БК,2025-05-15,1650.0
ГП,2025-05-15,58849.75
ДЦ,2025-05-15,19765.0
Массаж,2025-05-15,13615.0
Мероприятия ФД,2025-05-15,1550.0
СМ,2025-05-15,3135.0
ТЗ,2025-05-15,122175.25
БК,2025-05-16,6988.75
ГП,2025-05-16,48968.0
ДЦ,2025-05-16,15428.5
Массаж,2025-05-16,18245.0
Мероприятия ФД,2025-05-16,17200.0
СМ,2025-05-16,2075.0
ТЗ,2025-05-16,104286.5
БК,2025-05-17,725.0
ГП,2025-05-17,23360.0
ДЦ,2025-05-17,2785.0
Массаж,2025-05-17,14105.0
Мероприятия ФД,2025-05-17,8500.0
СМ,2025-05-17,2200.0
ТЗ,2025-05-17,43340.5
БК,2025-05-18,1402.5
ГП,2025-05-18,14110.0
ДЦ,2025-05-18,1465.0
Массаж,2025-05-18,5850.0
Мероприятия ФД,2025-05-18,1650.0
СМ,2025-05-18,1100.0
ТЗ,2025-05-18,28920.5
БК,2025-05-19,2940.0
ГП,2025-05-19,34800.0
ДЦ,2025-05-19,6863.0
Массаж,2025-05-19,7505.0
СМ,2025-05-19,935.0
ТЗ,2025-05-19,96351.0
БК,2025-05-20,1957.5
ГП,2025-05-20,54260.0
ДЦ,2025-05-20,12850.0
Массаж,2025-05-20,18705.0
Мероприятия ФД,2025-05-20,1100.0
СМ,2025-05-20,1275.0
ТЗ,2025-05-20,122561.43
БК,2025-05-21,3920.0
ГП,2025-05-21,51699.0
ДЦ,2025-05-21,11138.0
Массаж,2025-05-21,26915.0
Мероприятия ФД,2025-05-21,16200.0
СМ,2025-05-21,2760.0
ТЗ,2025-05-21,124410.0
БК,2025-05-22,8060.0
ГП,2025-05-22,54118.5
ДЦ,2025-05-22,12797.0
Массаж,2025-05-22,19497.5
Мероприятия ФД,2025-05-22,1000.0
СМ,2025-05-22,4620.0
ТЗ,2025-05-22,113323.5
БК,2025-05-23,6162.5
ГП,2025-05-23,55585.5
ДЦ,2025-05-23,5017.0
Массаж,2025-05-23,15360.0
Мероприятия ФД,2025-05-23,31700.0
СМ,2025-05-23,1180.0
ТЗ,2025-05-23,114147.25
БК,2025-05-24,1650.0
ГП,2025-05-24,35534.25
ДЦ,2025-05-24,925.0
Массаж,2025-05-24,2975.0
Мероприятия ФД,2025-05-24,550.0
СМ,2025-05-24,1870.0
ТЗ,2025-05-24,57217.0
БК,2025-05-25,725.0
ГП,2025-05-25,5640.0
ДЦ,2025-05-25,1000.0
Массаж,2025-05-25,1785.0
СМ,2025-05-25,0.0
ТЗ,2025-05-25,30880.0
БК,2025-05-26,6735.0
ГП,2025-05-26,28940.25
ДЦ,2025-05-26,12840.0
Массаж,2025-05-26,22465.0
Мероприятия ФД,2025-05-26,550.0
СМ,2025-05-26,4360.0
ТЗ,2025-05-26,124301.75
ГП,2025-05-27,42853.5
ДЦ,2025-05-27,11606.0
Массаж,2025-05-27,20915.0
Мероприятия ФД,2025-05-27,78500.0
СМ,2025-05-27,2035.0
ТЗ,2025-05-27,123348.93
БК,2025-05-28,11968.5
ГП,2025-05-28,29455.75
ДЦ,2025-05-28,7709.0
Массаж,2025-05-28,22040.0
Мероприятия ФД,2025-05-28,2200.0
СМ,2025-05-28,3300.0
ТЗ,2025-05-28,116178.0
БК,2025-05-29,1650.0
ГП,2025-05-29,51985.5
ДЦ,2025-05-29,10970.0
Массаж,2025-05-29,24985.0
Мероприятия ФД,2025-05-29,16200.0
СМ,2025-05-29,5335.0
ТЗ,2025-05-29,89385.5
БК,2025-05-30,8802.5
ГП,2025-05-30,37582.25
ДЦ,2025-05-30,4637.0
Массаж,2025-05-30,6225.0
Мероприятия ФД,2025-05-30,74050.0
СМ,2025-05-30,2675.0
ТЗ,2025-05-30,136591.25
БК,2025-05-31,2375.0
ГП,2025-05-31,14241.25
ДЦ,2025-05-31,0.0
Массаж,2025-05-31,1785.0
Мероприятия ФД,2025-05-31,31200.0
СМ,2025-05-31,3135.0
ТЗ,2025-05-31,38710.0
ГП,2025-06-01,4042.5
Мероприятия ФД,2025-06-01,9500.0
СМ,2025-06-01,2200.0
ТЗ,2025-06-01,26256.0
БК,2025-06-02,3195.0
ГП,2025-06-02,40268.5
ДЦ,2025-06-02,7911.0
Массаж,2025-06-02,14110.0
Мероприятия ФД,2025-06-02,27500.0
СМ,2025-06-02,2035.0
ТЗ,2025-06-02,119006.5
БК,2025-06-03,2127.5
ГП,2025-06-03,36859.25
ДЦ,2025-06-03,12286.0
Массаж,2025-06-03,9421.25
СМ,2025-06-03,2035.0
ТЗ,2025-06-03,90732.18
БК,2025-06-04,5186.25
ГП,2025-06-04,49697.0
ДЦ,2025-06-04,13891.0
Массаж,2025-06-04,35192.0
Мероприятия ФД,2025-06-04,550.0
СМ,2025-06-04,1100.0
ТЗ,2025-06-04,126575.0
БК,2025-06-05,2127.5
ГП,2025-06-05,52219.0
ДЦ,2025-06-05,11384.0
Массаж,2025-06-05,11450.0
Мероприятия ФД,2025-06-05,23800.0
СМ,2025-06-05,6050.0
ТЗ,2025-06-05,96713.0
БК,2025-06-06,1402.5
ГП,2025-06-06,29057.0
ДЦ,2025-06-06,1674.0
Массаж,2025-06-06,8750.0
СМ,2025-06-06,3300.0
ТЗ,2025-06-06,71424.0
ГП,2025-06-07,13425.0
Массаж,2025-06-07,1615.0
СМ,2025-06-07,880.0
ТЗ,2025-06-07,32134.0
ГП,2025-06-08,4657.5
ДЦ,2025-06-08,1650.0
Массаж,2025-06-08,8365.0
СМ,2025-06-08,935.0
ТЗ,2025-06-08,28159.0
БК,2025-06-09,4881.75
ГП,2025-06-09,43456.5
ДЦ,2025-06-09,7094.0
Массаж,2025-06-09,16910.0
Мероприятия ФД,2025-06-09,86550.0
СМ,2025-06-09,2200.0
ТЗ,2025-06-09,129032.5
БК,2025-06-10,978.75
ГП,2025-06-10,46606.5
ДЦ,2025-06-10,16416.0
Массаж,2025-06-10,21385.0
Мероприятия ФД,2025-06-10,12700.0
СМ,2025-06-10,1100.0
ТЗ,2025-06-10,93557.0
БК,2025-06-11,2552.5
ГП,2025-06-11,39630.5
ДЦ,2025-06-11,5894.0
Массаж,2025-06-11,4250.0
Мероприятия ФД,2025-06-11,57550.0
СМ,2025-06-11,935.0
ТЗ,2025-06-11,119876.93
БК,2025-06-12,1402.5
ГП,2025-06-12,24180.0
ДЦ,2025-06-12,930.0
Массаж,2025-06-12,7750.0
СМ,2025-06-12,3300.0
ТЗ,2025-06-12,76277.5
БК,2025-06-13,2693.0
ГП,2025-06-13,29355.5
ДЦ,2025-06-13,1430.0
Массаж,2025-06-13,10865.0
Мероприятия ФД,2025-06-13,1100.0
СМ,2025-06-13,1100.0
ТЗ,2025-06-13,65917.0
ГП,2025-06-14,1700.0
ДЦ,2025-06-14,2037.5
Массаж,2025-06-14,4125.0
Мероприятия ФД,2025-06-14,1100.0
СМ,2025-06-14,2200.0
ТЗ,2025-06-14,27643.75
ГП,2025-06-15,2847.5
СМ,2025-06-15,880.0
ТЗ,2025-06-15,35771.5
БК,2025-06-16,2682.5
ГП,2025-06-16,30645.0
ДЦ,2025-06-16,3936.0
Массаж,2025-06-16,4766.5
Мероприятия ФД,2025-06-16,10550.0
СМ,2025-06-16,1100.0
ТЗ,2025-06-16,115855.25
БК,2025-06-17,3530.0
ГП,2025-06-17,46378.5
ДЦ,2025-06-17,10253.0
Массаж,2025-06-17,11125.0
Мероприятия ФД,2025-06-17,550.0
СМ,2025-06-17,2035.0
ТЗ,2025-06-17,107121.18
БК,2025-06-18,5466.25
ГП,2025-06-18,46421.5
ДЦ,2025-06-18,6034.0
Массаж,2025-06-18,3515.0
СМ,2025-06-18,4990.0
ТЗ,2025-06-18,104725.5
БК,2025-06-19,12952.5
ГП,2025-06-19,51076.25
ДЦ,2025-06-19,4827.0
Массаж,2025-06-19,0.0
Мероприятия ФД,2025-06-19,12000.0
СМ,2025-06-19,4400.0
ТЗ,2025-06-19,102815.25
БК,2025-06-20,5116.25
ГП,2025-06-20,30387.5
ДЦ,2025-06-20,4052.0
Массаж,2025-06-20,2125.0
Мероприятия ФД,2025-06-20,1650.0
СМ,2025-06-20,6095.0
ТЗ,2025-06-20,112659.0
БК,2025-06-21,725.0
ГП,2025-06-21,7195.0
ДЦ,2025-06-21,945.0
Массаж,2025-06-21,4500.0
Мероприятия ФД,2025-06-21,1650.0
СМ,2025-06-21,0.0
ТЗ,2025-06-21,32418.0
ГП,2025-06-22,1600.0
ДЦ,2025-06-22,945.0
Массаж,2025-06-22,6205.0
Мероприятия ФД,2025-06-22,1100.0
СМ,2025-06-22,0.0
ТЗ,2025-06-22,33354.5
БК,2025-06-23,2991.25
ГП,2025-06-23,34322.0
ДЦ,2025-06-23,8041.0
Массаж,2025-06-23,4400.0
Мероприятия ФД,2025-06-23,52000.0
СМ,2025-06-23,0.0
ТЗ,2025-06-23,114735.75
БК,2025-06-24,4207.5
ГП,2025-06-24,35200.5
ДЦ,2025-06-24,3096.0
Массаж,2025-06-24,6375.0
Мероприятия ФД,2025-06-24,10600.0
СМ,2025-06-24,0.0
ТЗ,2025-06-24,99048.25
БК,2025-06-25,1232.5
ГП,2025-06-25,29231.0
ДЦ,2025-06-25,4238.0
Массаж,2025-06-25,7150.0
Мероприятия ФД,2025-06-25,2000.0
СМ,2025-06-25,2200.0
ТЗ,2025-06-25,49569.0
ГП,2025-06-26,59042.0
ДЦ,2025-06-26,9423.0
Массаж,2025-06-26,4125.0
Мероприятия ФД,2025-06-26,18000.0
СМ,2025-06-26,5545.0
ТЗ,2025-06-26,98098.68
БК,2025-06-27,2175.0
ГП,2025-06-27,36161.0
ДЦ,2025-06-27,2081.0
Массаж,2025-06-27,0.0
Мероприятия ФД,2025-06-27,2200.0
СМ,2025-06-27,2200.0
ТЗ,2025-06-27,92784.0
ГП,2025-06-28,14265.0
ДЦ,2025-06-28,945.0
Массаж,2025-06-28,10740.0
Мероприятия ФД,2025-06-28,1650.0
СМ,2025-06-28,935.0
ТЗ,2025-06-28,54484.0
ГП,2025-06-29,10067.5
ДЦ,2025-06-29,2575.0
Массаж,2025-06-29,4500.0
Мероприятия ФД,2025-06-29,1100.0
СМ,2025-06-29,1100.0
ТЗ,2025-06-29,31084.5
БК,2025-06-30,2266.25
ГП,2025-06-30,34618.0
ДЦ,2025-06-30,13476.0
Массаж,2025-06-30,18522.5
Мероприятия ФД,2025-06-30,64600.0
СМ,2025-06-30,2200.0
ТЗ,2025-06-30,107539.0
БК,2025-07-01,6207.5
ГП,2025-07-01,60518.5
Массаж,2025-07-01,26047.0
СМ,2025-07-01,1050.0
ТЗ,2025-07-01,82392.75
БК,2025-07-02,2933.0
ГП,2025-07-02,33352.5
ДЦ,2025-07-02,5683.0
Массаж,2025-07-02,33337.5
Мероприятия ФД,2025-07-02,18000.0
СМ,2025-07-02,3135.0
ТЗ,2025-07-02,117921.0
БК,2025-07-03,5581.25
ГП,2025-07-03,40594.0
ДЦ,2025-07-03,5053.0
Массаж,2025-07-03,25902.5
СМ,2025-07-03,1100.0
ТЗ,2025-07-03,70740.75
БК,2025-07-04,5557.5
ГП,2025-07-04,36784.5
ДЦ,2025-07-04,4061.0
Массаж,2025-07-04,19435.0
Мероприятия ФД,2025-07-04,550.0
СМ,2025-07-04,880.0
ТЗ,2025-07-04,99642.5
ГП,2025-07-05,3697.5
Массаж,2025-07-05,4250.0
Мероприятия ФД,2025-07-05,1100.0
СМ,2025-07-05,2200.0
ТЗ,2025-07-05,33258.5
БК,2025-07-06,1402.5
ГП,2025-07-06,5880.0
ДЦ,2025-07-06,1500.0
Массаж,2025-07-06,3500.0
СМ,2025-07-06,1100.0
ТЗ,2025-07-06,15442.0
БК,2025-07-07,3116.0
ГП,2025-07-07,16760.0
ДЦ,2025-07-07,3311.0
Массаж,2025-07-07,13000.0
Мероприятия ФД,2025-07-07,10050.0
СМ,2025-07-07,2035.0
ТЗ,2025-07-07,106586.25
ГП,2025-07-08,58251.25
ДЦ,2025-07-08,7700.0
Массаж,2025-07-08,11475.0
Мероприятия ФД,2025-07-08,21500.0
СМ,2025-07-08,1100.0
ТЗ,2025-07-08,79053.18
ГП,2025-07-09,24114.5
ДЦ,2025-07-09,3381.0
Массаж,2025-07-09,7425.0
Мероприятия ФД,2025-07-09,3100.0
СМ,2025-07-09,1100.0
ТЗ,2025-07-09,104633.0
БК,2025-07-10,3650.0
ГП,2025-07-10,61324.0
ДЦ,2025-07-10,1730.0
Массаж,2025-07-10,5645.0
Мероприятия ФД,2025-07-10,2000.0
СМ,2025-07-10,2915.0
ТЗ,2025-07-10,82227.75
БК,2025-07-11,2805.0
ГП,2025-07-11,26500.0
ДЦ,2025-07-11,2263.5
Массаж,2025-07-11,10255.0
Мероприятия ФД,2025-07-11,3100.0
СМ,2025-07-11,3905.0
ТЗ,2025-07-11,90170.5
БК,2025-07-12,725.0
ГП,2025-07-12,2500.0
Массаж,2025-07-12,4250.0
СМ,2025-07-12,1100.0
ТЗ,2025-07-12,30347.5
ГП,2025-07-13,12293.0
Массаж,2025-07-13,2500.0
Мероприятия ФД,2025-07-13,550.0
СМ,2025-07-13,2585.0
ТЗ,2025-07-13,27896.5
БК,2025-07-14,3848.75
ГП,2025-07-14,26638.0
ДЦ,2025-07-14,5264.75
Массаж,2025-07-14,0.0
Мероприятия ФД,2025-07-14,55000.0
СМ,2025-07-14,0.0
ТЗ,2025-07-14,83451.5
БК,2025-07-15,1650.0
ГП,2025-07-15,33658.0
ДЦ,2025-07-15,2904.0
Массаж,2025-07-15,14950.0
Мероприятия ФД,2025-07-15,27500.0
СМ,2025-07-15,2035.0
ТЗ,2025-07-15,81434.5
БК,2025-07-16,1341.25
ГП,2025-07-16,23169.5
ДЦ,2025-07-16,4218.0
Массаж,2025-07-16,11850.0
Мероприятия ФД,2025-07-16,2000.0
СМ,2025-07-16,2750.0
ТЗ,2025-07-16,66422.5
БК,2025-07-17,1402.5
ГП,2025-07-17,37700.5
ДЦ,2025-07-17,5526.75
Массаж,2025-07-17,6750.0
Мероприятия ФД,2025-07-17,9250.0
СМ,2025-07-17,1100.0
ТЗ,2025-07-17,65418.25
БК,2025-07-18,1402.5
ГП,2025-07-18,44775.0
ДЦ,2025-07-18,558.0
Массаж,2025-07-18,9880.0
СМ,2025-07-18,2035.0
ТЗ,2025-07-18,49740.0
ГП,2025-07-19,2185.5
Массаж,2025-07-19,8350.0
Мероприятия ФД,2025-07-19,9000.0
СМ,2025-07-19,1700.0
ТЗ,2025-07-19,14458.0
БК,2025-07-20,2000.0
ГП,2025-07-20,1200.0
Массаж,2025-07-20,9450.0
СМ,2025-07-20,2200.0
ТЗ,2025-07-20,16615.0
БК,2025-07-21,5251.25
ГП,2025-07-21,28013.5
ДЦ,2025-07-21,8334.75
Массаж,2025-07-21,9909.0
Мероприятия ФД,2025-07-21,19000.0
СМ,2025-07-21,2200.0
ТЗ,2025-07-21,63672.75
БК,2025-07-22,6105.0
ГП,2025-07-22,33773.5
Массаж,2025-07-22,9520.0
Мероприятия ФД,2025-07-22,550.0
СМ,2025-07-22,2200.0
ТЗ,2025-07-22,75572.5
БК,2025-07-23,2490.0
ГП,2025-07-23,22762.0
ДЦ,2025-07-23,2820.0
Массаж,2025-07-23,13740.0
Мероприятия ФД,2025-07-23,2000.0
СМ,2025-07-23,2200.0
ТЗ,2025-07-23,54420.5
ГП,2025-07-24,43004.5
ДЦ,2025-07-24,930.0
Массаж,2025-07-24,16520.0
Мероприятия ФД,2025-07-24,29500.0
СМ,2025-07-24,1100.0
ТЗ,2025-07-24,45554.5
БК,2025-07-25,5577.5
ГП,2025-07-25,17418.0
ДЦ,2025-07-25,1147.5
Массаж,2025-07-25,23890.0
Мероприятия ФД,2025-07-25,18000.0
СМ,2025-07-25,2035.0
ТЗ,2025-07-25,69367.25
ГП,2025-07-26,6131.0
Массаж,2025-07-26,11635.0
Мероприятия ФД,2025-07-26,550.0
СМ,2025-07-26,4235.0
ТЗ,2025-07-26,24509.5
ГП,2025-07-27,1255.5
ДЦ,2025-07-27,1147.5
Массаж,2025-07-27,8792.5
СМ,2025-07-27,1870.0
ТЗ,2025-07-27,14724.0
БК,2025-07-28,4078.75
ГП,2025-07-28,19193.0
ДЦ,2025-07-28,5950.0
Массаж,2025-07-28,15165.0
Мероприятия ФД,2025-07-28,19650.0
СМ,2025-07-28,3300.0
ТЗ,2025-07-28,67583.0
БК,2025-07-29,6255.0
ГП,2025-07-29,26031.0
Массаж,2025-07-29,34662.5
Мероприятия ФД,2025-07-29,11500.0
СМ,2025-07-29,1697.5
ТЗ,2025-07-29,72546.5
БК,2025-07-30,3421.25
ГП,2025-07-30,35521.5
ДЦ,2025-07-30,6037.5
Массаж,2025-07-30,14785.0
Мероприятия ФД,2025-07-30,30150.0
СМ,2025-07-30,935.0
ТЗ,2025-07-30,77161.5
БК,2025-07-31,7507.5
ГП,2025-07-31,28239.5
ДЦ,2025-07-31,5906.0
Массаж,2025-07-31,20320.0
Мероприятия ФД,2025-07-31,550.0
СМ,2025-07-31,1100.0
ТЗ,2025-07-31,91159.0
БК,2025-08-01,5153.75
ГП,2025-08-01,30898.0
ДЦ,2025-08-01,558.0
Массаж,2025-08-01,12385.0
СМ,2025-08-01,1100.0
ТЗ,2025-08-01,61840.0
БК,2025-08-02,1402.5
ГП,2025-08-02,1880.0
Массаж,2025-08-02,6520.0
СМ,2025-08-02,1980.0
ТЗ,2025-08-02,19740.5
БК,2025-08-03,725.0
ДЦ,2025-08-03,2077.5
Массаж,2025-08-03,12125.0
СМ,2025-08-03,1650.0
ТЗ,2025-08-03,8595.0
БК,2025-08-04,1957.5
ГП,2025-08-04,12110.5
ДЦ,2025-08-04,4711.5
Массаж,2025-08-04,28982.5
Мероприятия ФД,2025-08-04,18550.0
СМ,2025-08-04,0.0
ТЗ,2025-08-04,76412.5
БК,2025-08-05,1087.5
ГП,2025-08-05,35690.0
ДЦ,2025-08-05,2355.0
Массаж,2025-08-05,19810.0
Мероприятия ФД,2025-08-05,11500.0
СМ,2025-08-05,2200.0
ТЗ,2025-08-05,91694.5
БК,2025-08-06,2791.25
ГП,2025-08-06,33601.0
ДЦ,2025-08-06,1765.0
Массаж,2025-08-06,10285.0
Мероприятия ФД,2025-08-06,600.0
СМ,2025-08-06,3900.0
ТЗ,2025-08-06,94266.75
БК,2025-08-07,2375.0
ГП,2025-08-07,32252.5
ДЦ,2025-08-07,4272.5
Массаж,2025-08-07,17085.0
Мероприятия ФД,2025-08-07,550.0
СМ,2025-08-07,2035.0
ТЗ,2025-08-07,58407.5
БК,2025-08-08,3650.0
ГП,2025-08-08,29902.0
ДЦ,2025-08-08,1147.5
Массаж,2025-08-08,17565.0
СМ,2025-08-08,935.0
ТЗ,2025-08-08,87331.5
ГП,2025-08-09,5783.0
Массаж,2025-08-09,1615.0
Мероприятия ФД,2025-08-09,2750.0
СМ,2025-08-09,935.0
ТЗ,2025-08-09,42867.0
ГП,2025-08-10,1950.0
ДЦ,2025-08-10,2092.5
Массаж,2025-08-10,4625.0
СМ,2025-08-10,0.0
ТЗ,2025-08-10,19484.0
БК,2025-08-11,2428.75
ГП,2025-08-11,34583.5
ДЦ,2025-08-11,5357.5
Массаж,2025-08-11,23965.0
Мероприятия ФД,2025-08-11,19550.0
СМ,2025-08-11,892.5
ТЗ,2025-08-11,95337.25
БК,2025-08-12,10086.25
ГП,2025-08-12,48625.5
ДЦ,2025-08-12,10481.0
Массаж,2025-08-12,7580.0
Мероприятия ФД,2025-08-12,9500.0
СМ,2025-08-12,1100.0
ТЗ,2025-08-12,96554.0
БК,2025-08-13,2127.5
ГП,2025-08-13,30614.5
ДЦ,2025-08-13,2190.0
Массаж,2025-08-13,18624.0
Мероприятия ФД,2025-08-13,1100.0
СМ,2025-08-13,935.0
ТЗ,2025-08-13,98803.0
БК,2025-08-14,5118.75
ГП,2025-08-14,33115.0
ДЦ,2025-08-14,6573.8
Массаж,2025-08-14,10400.0
Мероприятия ФД,2025-08-14,35100.0
СМ,2025-08-14,1400.0
ТЗ,2025-08-14,89122.0
ГП,2025-08-15,23160.5
ДЦ,2025-08-15,4192.5
Массаж,2025-08-15,18825.0
СМ,2025-08-15,4950.0
ТЗ,2025-08-15,70145.5
БК,2025-08-16,1402.5
ГП,2025-08-16,15730.5
ДЦ,2025-08-16,425.0
Массаж,2025-08-16,11750.0
Мероприятия ФД,2025-08-16,550.0
СМ,2025-08-16,2200.0
ТЗ,2025-08-16,42872.0
ГП,2025-08-17,3060.0
ДЦ,2025-08-17,1147.5
Массаж,2025-08-17,8875.0
Мероприятия ФД,2025-08-17,550.0
СМ,2025-08-17,0.0
ТЗ,2025-08-17,29724.0
БК,2025-08-18,2852.5
ГП,2025-08-18,28256.0
ДЦ,2025-08-18,9112.5
Массаж,2025-08-18,25260.0
Мероприятия ФД,2025-08-18,27500.0
СМ,2025-08-18,0.0
ТЗ,2025-08-18,81210.25
БК,2025-08-19,1087.5
ГП,2025-08-19,33205.5
ДЦ,2025-08-19,1665.0
Массаж,2025-08-19,27965.0
Мероприятия ФД,2025-08-19,550.0
СМ,2025-08-19,2420.0
ТЗ,2025-08-19,82372.0
БК,2025-08-20,5796.25
ГП,2025-08-20,34124.5
ДЦ,2025-08-20,6710.0
Массаж,2025-08-20,22985.0
Мероприятия ФД,2025-08-20,17500.0
СМ,2025-08-20,1100.0
ТЗ,2025-08-20,92307.5
ГП,2025-08-21,22188.5
ДЦ,2025-08-21,6315.0
Массаж,2025-08-21,19450.0
Мероприятия ФД,2025-08-21,550.0
СМ,2025-08-21,1100.0
ТЗ,2025-08-21,70003.0
БК,2025-08-22,4127.5
ГП,2025-08-22,34576.0
ДЦ,2025-08-22,7808.5
Массаж,2025-08-22,12500.0
СМ,2025-08-22,0.0
ТЗ,2025-08-22,81747.25
ГП,2025-08-23,4183.0
ДЦ,2025-08-23,700.0
Массаж,2025-08-23,6725.0
СМ,2025-08-23,3377.5
ТЗ,2025-08-23,41430.0
БК,2025-08-24,1402.5
ГП,2025-08-24,8500.0
ДЦ,2025-08-24,3022.5
Массаж,2025-08-24,2500.0
СМ,2025-08-24,935.0
ТЗ,2025-08-24,22717.0
БК,2025-08-25,3407.5
ГП,2025-08-25,48724.75
ДЦ,2025-08-25,4600.5
Массаж,2025-08-25,17337.5
Мероприятия ФД,2025-08-25,550.0
СМ,2025-08-25,2200.0
ТЗ,2025-08-25,94330.0
БК,2025-08-26,4743.75
ГП,2025-08-26,31703.0
ДЦ,2025-08-26,9892.0
Массаж,2025-08-26,31770.0
Мероприятия ФД,2025-08-26,5650.0
СМ,2025-08-26,2200.0
ТЗ,2025-08-26,100518.0
БК,2025-08-27,2045.0
ГП,2025-08-27,30939.0
ДЦ,2025-08-27,4388.0
Массаж,2025-08-27,23320.0
Мероприятия ФД,2025-08-27,14150.0
СМ,2025-08-27,2200.0
ТЗ,2025-08-27,72672.5
БК,2025-08-28,9046.25
ГП,2025-08-28,60143.25
ДЦ,2025-08-28,10476.5
Массаж,2025-08-28,15125.0
Мероприятия ФД,2025-08-28,4550.0
СМ,2025-08-28,1610.0
ТЗ,2025-08-28,91366.0
БК,2025-08-29,725.0
ГП,2025-08-29,38597.0
ДЦ,2025-08-29,5163.0
Массаж,2025-08-29,12805.0
Мероприятия ФД,2025-08-29,2000.0
СМ,2025-08-29,1100.0
ТЗ,2025-08-29,75405.25
БК,2025-08-30,2000.0
ГП,2025-08-30,7885.0
Массаж,2025-08-30,4250.0
СМ,2025-08-30,2200.0
ТЗ,2025-08-30,34053.5
БК,2025-08-31,3052.5
ГП,2025-08-31,9668.0
ДЦ,2025-08-31,700.0
Массаж,2025-08-31,5885.0
Мероприятия ФД,2025-08-31,30000.0
СМ,2025-08-31,0.0
ТЗ,2025-08-31,57604.5
БК,2025-09-01,978.75
ГП,2025-09-01,22616.0
ДЦ,2025-09-01,4074.5
Массаж,2025-09-01,13815.0
Мероприятия ФД,2025-09-01,1100.0
СМ,2025-09-01,2400.0
ТЗ,2025-09-01,84544.5
ГП,2025-09-02,52657.5
ДЦ,2025-09-02,9349.5
Массаж,2025-09-02,28722.5
Мероприятия ФД,2025-09-02,60000.0
СМ,2025-09-02,1370.0
ТЗ,2025-09-02,94959.0
БК,2025-09-03,6781.25
ГП,2025-09-03,39805.5
ДЦ,2025-09-03,7173.0
Массаж,2025-09-03,13121.25
Мероприятия ФД,2025-09-03,550.0
СМ,2025-09-03,3000.0
ТЗ,2025-09-03,94157.0
БК,2025-09-04,2890.0
ГП,2025-09-04,48838.0
ДЦ,2025-09-04,14223.5
Массаж,2025-09-04,23232.5
Мероприятия ФД,2025-09-04,1200.0
СМ,2025-09-04,0.0
ТЗ,2025-09-04,79985.5
БК,2025-09-05,6302.5
ГП,2025-09-05,30708.0
ДЦ,2025-09-05,7257.5
Массаж,2025-09-05,16512.5
Мероприятия ФД,2025-09-05,550.0
СМ,2025-09-05,1020.0
ТЗ,2025-09-05,84522.25
БК,2025-09-06,725.0
ГП,2025-09-06,16458.0
ДЦ,2025-09-06,1116.0
Массаж,2025-09-06,6900.0
ТЗ,2025-09-06,39928.0
БК,2025-09-07,3532.5
ГП,2025-09-07,4050.0
ДЦ,2025-09-07,1567.5
Массаж,2025-09-07,3825.0
СМ,2025-09-07,1200.0
ТЗ,2025-09-07,28984.0
БК,2025-09-08,3066.25
ГП,2025-09-08,19455.0
ДЦ,2025-09-08,10395.0
Массаж,2025-09-08,17147.5
Мероприятия ФД,2025-09-08,1100.0
СМ,2025-09-08,3795.0
ТЗ,2025-09-08,76988.25
БК,2025-09-09,2852.5
ГП,2025-09-09,30222.5
ДЦ,2025-09-09,8917.5
Массаж,2025-09-09,23505.0
Мероприятия ФД,2025-09-09,550.0
СМ,2025-09-09,1200.0
ТЗ,2025-09-09,93603.0
БК,2025-09-10,7900.0
ГП,2025-09-10,29572.5
ДЦ,2025-09-10,13237.0
Массаж,2025-09-10,19897.5
Мероприятия ФД,2025-09-10,-5800.0
СМ,2025-09-10,3240.0
ТЗ,2025-09-10,101237.5
БК,2025-09-11,10258.75
ГП,2025-09-11,22537.5
ДЦ,2025-09-11,10090.5
Массаж,2025-09-11,34047.5
Мероприятия ФД,2025-09-11,16550.0
СМ,2025-09-11,2150.0
ТЗ,2025-09-11,82010.25
БК,2025-09-12,6330.0
ГП,2025-09-12,15772.5
